"Date","Price","Open","High","Low","Vol.","Change %"
"09/16/2021","12,902.43","12,895.29","12,904.48","12,867.95","","0.06%"
"09/15/2021","12,895.29","12,901.27","12,907.47","12,879.77","","-0.05%"
"09/14/2021","12,901.52","12,887.71","12,916.27","12,872.78","","0.11%"
"09/13/2021","12,887.71","12,884.05","12,900.83","12,837.53","","0.03%"
"09/10/2021","12,884.05","12,971.07","12,991.70","12,884.01","","-0.67%"
"09/09/2021","12,971.07","12,739.93","12,978.25","12,739.93","","1.81%"
"09/08/2021","12,741.02","12,714.69","12,741.02","12,711.76","","0.21%"
"09/07/2021","12,714.69","12,691.37","12,715.93","12,677.70","","0.18%"
"09/06/2021","12,691.37","12,714.52","12,768.90","12,674.35","","-0.60%"
"09/03/2021","12,767.48","12,714.26","12,769.26","12,711.31","","0.42%"
"09/02/2021","12,714.26","12,705.58","12,717.11","12,667.17","","0.07%"
"09/01/2021","12,705.58","12,694.16","12,705.82","12,675.33","","0.09%"
"08/31/2021","12,694.16","12,775.54","12,775.54","12,684.53","","-0.64%"
"08/30/2021","12,775.54","12,777.08","12,791.93","12,728.98","","-0.07%"
"08/27/2021","12,784.68","12,684.96","12,784.68","12,657.71","","0.79%"
"08/26/2021","12,684.96","12,655.14","12,686.04","12,655.14","","0.24%"
"08/25/2021","12,655.14","12,706.41","12,718.77","12,641.64","","-0.40%"
"08/24/2021","12,706.41","12,713.40","12,736.13","12,651.51","","-0.05%"
"08/23/2021","12,713.40","12,607.27","12,713.40","12,576.84","","0.84%"
"08/19/2021","12,607.27","12,617.07","12,629.72","12,581.39","","-0.08%"
"08/18/2021","12,617.07","12,624.52","12,640.00","12,586.59","","-0.06%"
"08/17/2021","12,624.52","12,597.62","12,624.52","12,580.29","","0.21%"
"08/16/2021","12,597.62","12,622.05","12,622.71","12,552.18","","-0.20%"
"08/13/2021","12,623.11","12,526.04","12,623.11","12,507.88","","0.77%"
"08/12/2021","12,526.04","12,566.88","12,569.58","12,515.12","","-0.32%"
"08/11/2021","12,566.88","12,497.30","12,566.88","12,477.87","","0.56%"
"08/09/2021","12,497.30","12,498.05","12,498.05","12,433.06","","-0.25%"
"08/06/2021","12,528.57","12,467.81","12,529.53","12,452.73","","0.49%"
"08/05/2021","12,467.81","12,425.97","12,467.81","12,403.07","","0.34%"
"08/04/2021","12,425.97","12,440.33","12,464.81","12,418.35","","-0.16%"
"08/03/2021","12,446.11","12,433.94","12,452.04","12,410.14","","0.10%"
"08/02/2021","12,433.94","12,304.15","12,434.83","12,304.15","","1.05%"
"07/29/2021","12,304.15","12,236.92","12,304.34","12,236.92","","0.55%"
"07/28/2021","12,236.92","12,207.51","12,245.16","12,171.60","","0.24%"
"07/27/2021","12,207.51","12,183.41","12,209.75","12,170.37","","0.20%"
"07/26/2021","12,183.41","12,201.71","12,212.39","12,153.98","","-0.28%"
"07/23/2021","12,217.21","12,147.28","12,217.21","12,147.28","","0.58%"
"07/20/2021","12,147.28","12,155.36","12,172.80","12,138.42","","-0.07%"
"07/19/2021","12,155.36","12,166.09","12,200.10","12,151.41","","-0.09%"
"07/16/2021","12,166.09","12,140.14","12,183.45","12,137.49","","0.21%"
"07/15/2021","12,140.26","12,143.02","12,183.57","12,140.00","","-0.24%"
"07/14/2021","12,169.45","12,209.84","12,230.93","12,156.37","","-0.34%"
"07/13/2021","12,210.65","12,229.80","12,237.88","12,165.96","","-0.17%"
"07/12/2021","12,231.38","12,230.30","12,232.53","12,191.28","","-0.03%"
"07/09/2021","12,234.85","12,266.06","12,274.87","12,205.02","","-0.25%"
"07/08/2021","12,266.06","12,242.47","12,275.35","12,242.47","","0.19%"
"07/07/2021","12,242.47","12,152.22","12,269.73","12,152.22","","0.49%"
"07/06/2021","12,182.20","12,248.73","12,277.58","12,182.20","","-0.81%"
"07/05/2021","12,281.24","12,373.57","12,373.57","12,273.30","","-1.16%"
"07/02/2021","12,426.00","12,418.77","12,433.27","12,367.22","","0.06%"
"07/01/2021","12,418.77","12,408.76","12,446.31","12,384.89","","0.08%"
"06/30/2021","12,409.24","12,412.04","12,422.42","12,386.59","","-0.02%"
"06/29/2021","12,412.04","12,468.57","12,468.57","12,383.17","","-0.46%"
"06/28/2021","12,469.13","12,417.60","12,469.13","12,410.17","","0.41%"
"06/25/2021","12,417.60","12,476.51","12,489.33","12,378.02","","-0.47%"
"06/24/2021","12,476.51","12,512.27","12,577.93","12,476.51","","-0.30%"
"06/23/2021","12,514.51","12,514.12","12,532.39","12,498.20","","-0.03%"
"06/22/2021","12,517.72","12,544.46","12,553.70","12,505.29","","-0.22%"
"06/21/2021","12,545.91","12,479.58","12,545.91","12,471.55","","0.47%"
"06/18/2021","12,487.66","12,440.38","12,488.43","12,412.98","","0.37%"
"06/17/2021","12,442.02","12,449.86","12,465.32","12,422.99","","-0.08%"
"06/16/2021","12,452.53","12,501.19","12,516.39","12,448.33","","-0.39%"
"06/15/2021","12,501.60","12,565.73","12,578.76","12,485.53","","-0.51%"
"06/14/2021","12,565.73","12,462.80","12,565.73","12,462.80","","0.83%"
"06/11/2021","12,462.80","12,373.71","12,468.52","12,373.71","","0.72%"
"06/10/2021","12,373.71","12,354.70","12,404.62","12,351.52","","0.10%"
"06/09/2021","12,361.32","12,363.49","12,379.59","12,324.29","","-0.04%"
"06/08/2021","12,366.57","12,379.46","12,394.79","12,329.94","","-0.10%"
"06/07/2021","12,379.46","12,375.91","12,388.10","12,316.57","","0.03%"
"06/04/2021","12,375.91","12,386.73","12,403.46","12,348.49","","-0.09%"
"06/03/2021","12,386.73","12,268.37","12,393.38","12,262.20","","0.95%"
"06/02/2021","12,269.87","12,165.07","12,269.87","12,165.07","","0.86%"
"06/01/2021","12,165.07","12,114.46","12,165.07","12,105.33","","0.42%"
"05/31/2021","12,114.46","12,162.51","12,166.36","12,104.32","","-0.40%"
"05/28/2021","12,162.51","12,096.93","12,171.57","12,060.05","","0.54%"
"05/27/2021","12,096.93","12,116.70","12,129.42","12,054.34","","-0.16%"
"05/26/2021","12,116.70","12,093.20","12,126.34","12,073.00","","0.19%"
"05/25/2021","12,093.20","12,090.93","12,155.30","12,079.44","","0.02%"
"05/24/2021","12,090.93","12,138.29","12,149.92","12,090.02","","-0.43%"
"05/21/2021","12,142.83","12,049.56","12,142.83","12,049.56","","0.77%"
"05/20/2021","12,049.56","12,194.69","12,220.58","12,049.56","","-1.26%"
"05/19/2021","12,203.33","12,167.15","12,260.05","12,150.34","","0.30%"
"05/18/2021","12,167.15","12,175.32","12,215.82","12,139.66","","-0.08%"
"05/17/2021","12,176.46","12,041.98","12,183.14","12,041.98","","1.12%"
"05/12/2021","12,041.98","12,028.47","12,056.63","12,026.17","","0.11%"
"05/11/2021","12,028.47","12,056.54","12,073.63","12,026.01","","-0.23%"
"05/10/2021","12,056.54","12,012.39","12,056.54","12,007.28","","0.37%"
"05/07/2021","12,012.39","12,009.95","12,020.46","11,992.56","","0.02%"
"05/06/2021","12,009.95","11,954.30","12,034.51","11,953.75","","0.47%"
"05/05/2021","11,954.30","11,910.59","11,964.70","11,909.06","","0.37%"
"05/04/2021","11,910.59","11,855.49","11,911.13","11,838.92","","0.46%"
"05/03/2021","11,855.49","11,784.62","11,855.49","11,784.62","","0.37%"
"04/30/2021","11,811.23","11,799.46","11,811.59","11,791.97","","0.10%"
"04/29/2021","11,799.46","11,782.54","11,815.43","11,779.33","","0.14%"
"04/28/2021","11,782.54","11,746.34","11,788.93","11,741.80","","0.31%"
"04/27/2021","11,746.34","11,729.18","11,747.41","11,690.87","","0.15%"
"04/26/2021","11,729.18","11,739.44","11,751.21","11,711.43","","-0.09%"
"04/23/2021","11,739.44","11,714.26","11,740.81","11,684.28","","0.21%"
"04/22/2021","11,714.26","11,682.67","11,714.26","11,682.67","","0.27%"
"04/21/2021","11,682.67","11,701.36","11,701.36","11,663.18","","-0.16%"
"04/20/2021","11,701.36","11,663.55","11,701.54","11,652.21","","0.32%"
"04/19/2021","11,663.55","11,669.34","11,687.01","11,649.41","","-0.05%"
"04/16/2021","11,669.34","11,634.57","11,681.71","11,625.12","","0.30%"
"04/15/2021","11,634.57","11,619.35","11,645.73","11,589.81","","0.13%"
"04/14/2021","11,619.35","11,607.26","11,619.35","11,595.04","","0.10%"
"04/13/2021","11,607.26","11,617.16","11,622.88","11,591.68","","-0.09%"
"04/12/2021","11,617.16","11,579.84","11,618.16","11,567.31","","0.32%"
"04/09/2021","11,579.84","11,556.42","11,580.56","11,536.67","","0.20%"
"04/08/2021","11,556.42","11,526.37","11,557.42","11,517.38","","0.26%"
"04/07/2021","11,526.42","11,529.92","11,535.22","11,520.92","","-0.10%"
"04/06/2021","11,538.06","11,533.11","11,597.72","11,528.77","","0.04%"
"04/05/2021","11,533.11","11,572.95","11,572.95","11,502.07","","-0.34%"
"04/02/2021","11,572.95","11,552.78","11,575.44","11,521.15","","0.17%"
"04/01/2021","11,552.78","11,483.65","11,557.16","11,474.19","","0.60%"
"03/31/2021","11,483.65","11,517.92","11,524.16","11,477.23","","-0.30%"
"03/30/2021","11,517.92","11,483.02","11,518.86","11,471.31","","0.30%"
"03/29/2021","11,483.02","11,499.38","11,517.23","11,461.21","","-0.14%"
"03/26/2021","11,499.38","11,492.70","11,503.98","11,468.57","","0.06%"
"03/25/2021","11,492.70","11,433.99","11,492.70","11,431.22","","0.51%"
"03/24/2021","11,433.99","11,382.52","11,438.21","11,367.62","","0.45%"
"03/23/2021","11,382.52","11,442.78","11,442.78","11,374.60","","-0.53%"
"03/22/2021","11,442.78","11,465.21","11,465.21","11,401.98","","-0.20%"
"03/19/2021","11,465.21","11,497.07","11,513.15","11,434.97","","-0.28%"
"03/18/2021","11,497.07","11,560.84","11,561.46","11,496.20","","-0.55%"
"03/17/2021","11,560.84","11,487.27","11,583.28","11,482.51","","0.64%"
"03/16/2021","11,487.27","11,417.87","11,487.27","11,403.83","","0.61%"
"03/15/2021","11,417.87","11,415.05","11,442.43","11,407.70","","0.02%"
"03/12/2021","11,415.05","11,350.96","11,422.95","11,336.00","","0.56%"
"03/11/2021","11,350.96","11,353.95","11,366.46","11,331.71","","-0.03%"
"03/10/2021","11,353.95","11,365.19","11,365.99","11,342.22","","-0.10%"
"03/09/2021","11,365.19","11,332.02","11,371.13","11,332.02","","0.29%"
"03/08/2021","11,332.02","11,350.12","11,357.81","11,326.84","","-0.16%"
"03/05/2021","11,350.12","11,350.41","11,351.00","11,309.91","","0.00%"
"03/04/2021","11,350.41","11,338.98","11,352.41","11,313.14","","0.10%"
"03/03/2021","11,338.98","11,370.21","11,380.04","11,335.20","","-0.27%"
"03/02/2021","11,370.21","11,352.03","11,384.82","11,332.51","","0.16%"
"03/01/2021","11,352.03","11,358.17","11,370.50","11,333.27","","-0.05%"
"02/26/2021","11,358.17","11,353.53","11,437.21","11,352.88","","0.04%"
"02/25/2021","11,353.53","11,286.26","11,353.53","11,224.00","","0.60%"
"02/24/2021","11,286.26","11,381.91","11,381.91","11,251.65","","-0.84%"
"02/23/2021","11,381.91","11,453.60","11,460.88","11,378.09","","-0.63%"
"02/22/2021","11,453.60","11,467.04","11,485.99","11,398.09","","-0.12%"
"02/19/2021","11,467.04","11,568.05","11,578.37","11,459.80","","-0.87%"
"02/18/2021","11,568.05","11,521.02","11,580.48","11,521.02","","0.41%"
"02/17/2021","11,521.02","11,580.51","11,581.05","11,520.63","","-0.51%"
"02/16/2021","11,580.51","11,528.24","11,580.51","11,516.22","","0.45%"
"02/15/2021","11,528.24","11,556.59","11,588.81","11,524.25","","-0.25%"
"02/12/2021","11,556.59","11,592.37","11,645.38","11,556.59","","-0.31%"
"02/11/2021","11,592.37","11,564.29","11,601.86","11,522.45","","0.24%"
"02/10/2021","11,564.29","11,651.23","11,665.88","11,536.64","","-0.75%"
"02/09/2021","11,651.23","11,704.75","11,710.66","11,651.08","","-0.46%"
"02/08/2021","11,704.75","11,713.50","11,770.24","11,700.53","","-0.07%"
"02/05/2021","11,713.50","11,742.17","11,778.18","11,713.50","","-0.24%"
"02/04/2021","11,742.17","11,751.10","11,794.76","11,727.85","","-0.08%"
"02/03/2021","11,751.10","11,709.26","11,758.61","11,693.90","","0.36%"
"02/02/2021","11,709.26","11,637.51","11,718.40","11,637.51","","0.62%"
"02/01/2021","11,637.51","11,630.01","11,639.89","11,592.62","","0.06%"
"01/29/2021","11,630.01","11,657.63","11,711.26","11,630.01","","-0.24%"
"01/28/2021","11,657.63","11,695.96","11,701.97","11,650.70","","-0.33%"
"01/27/2021","11,695.96","11,716.70","11,718.28","11,695.86","","-0.18%"
"01/26/2021","11,716.70","11,637.35","11,729.34","11,637.35","","0.68%"
"01/25/2021","11,637.35","11,563.73","11,653.64","11,520.85","","0.64%"
"01/22/2021","11,563.73","11,514.99","11,567.93","11,499.44","","0.42%"
"01/21/2021","11,514.99","11,516.01","11,541.56","11,504.05","","-0.01%"
"01/20/2021","11,516.01","11,482.26","11,528.87","11,482.26","","0.29%"
"01/19/2021","11,482.26","11,465.25","11,484.03","11,415.41","","0.15%"
"01/18/2021","11,465.25","11,416.19","11,465.25","11,395.10","","0.43%"
"01/15/2021","11,416.19","11,326.79","11,442.59","11,315.60","","0.79%"
"01/14/2021","11,326.79","11,262.09","11,331.13","11,262.09","","0.57%"
"01/13/2021","11,262.09","11,296.99","11,314.93","11,249.53","","-0.31%"
"01/12/2021","11,296.99","11,249.14","11,296.99","11,225.06","","0.43%"
"01/08/2021","11,249.14","11,271.23","11,298.06","11,244.10","","-0.20%"
"01/07/2021","11,271.23","11,215.71","11,303.69","11,215.71","","0.50%"
"01/06/2021","11,215.71","11,253.70","11,277.86","11,210.15","","-0.34%"
"01/05/2021","11,253.70","11,308.67","11,327.53","11,253.28","","-0.77%"
"01/04/2021","11,340.86","11,287.38","11,340.97","11,274.78","","0.47%"
"12/31/2020","11,287.38","11,178.90","11,287.38","11,162.81","","0.68%"
"12/30/2020","11,211.08","11,211.49","11,256.86","11,197.23","","0.00%"
"12/29/2020","11,211.49","11,244.05","11,289.23","11,209.44","","-0.31%"
"12/28/2020","11,246.19","11,247.33","11,296.56","11,228.19","","-0.01%"
"12/25/2020","11,247.33","11,345.30","11,367.87","11,247.33","","-0.86%"
"12/24/2020","11,345.30","11,394.16","11,402.04","11,341.07","","-0.43%"
"12/23/2020","11,394.16","11,338.84","11,423.20","11,332.29","","0.49%"
"12/22/2020","11,338.84","11,164.60","11,348.68","11,103.04","","1.56%"
"12/21/2020","11,164.60","11,520.24","11,520.24","11,149.26","","-3.09%"
"12/18/2020","11,520.24","11,551.20","11,595.16","11,508.47","","-0.27%"
"12/17/2020","11,551.20","11,423.24","11,551.20","11,399.98","","1.12%"
"12/16/2020","11,423.24","11,361.94","11,436.54","11,316.55","","0.54%"
"12/15/2020","11,361.94","11,341.32","11,361.94","11,307.90","","0.18%"
"12/14/2020","11,341.32","11,366.94","11,385.67","11,315.44","","-0.23%"
"12/11/2020","11,366.94","11,094.93","11,366.94","11,094.93","","2.45%"
"12/10/2020","11,094.93","11,086.89","11,132.28","11,086.89","","0.07%"
"12/09/2020","11,086.89","11,036.51","11,090.69","11,028.95","","0.46%"
"12/08/2020","11,036.51","11,011.15","11,045.80","11,004.99","","0.23%"
"12/07/2020","11,011.15","10,977.68","11,015.57","10,969.18","","0.30%"
"12/04/2020","10,977.68","10,973.08","11,011.69","10,968.19","","0.04%"
"12/03/2020","10,973.08","10,960.92","11,007.22","10,946.72","","0.11%"
"12/02/2020","10,960.92","10,960.59","10,986.85","10,939.68","","0.00%"
"12/01/2020","10,960.59","10,990.85","11,011.98","10,949.95","","-0.28%"
"11/30/2020","10,990.85","10,888.99","10,990.85","10,888.99","","0.94%"
"11/27/2020","10,888.99","11,032.39","11,055.77","10,886.87","","-1.30%"
"11/26/2020","11,032.39","11,105.48","11,119.01","11,032.39","","-0.66%"
"11/25/2020","11,105.48","11,018.86","11,105.48","11,018.86","","0.79%"
"11/24/2020","11,018.86","10,923.55","11,020.97","10,920.36","","0.87%"
"11/23/2020","10,923.55","10,900.41","10,972.51","10,900.41","","0.21%"
"11/20/2020","10,900.41","10,760.56","10,904.03","10,760.15","","1.30%"
"11/19/2020","10,760.56","10,722.04","10,762.27","10,684.03","","0.36%"
"11/17/2020","10,722.04","10,708.54","10,728.58","10,691.59","","0.13%"
"11/16/2020","10,708.54","10,657.54","10,708.96","10,653.71","","0.48%"
"11/13/2020","10,657.54","10,602.14","10,657.54","10,550.55","","0.52%"
"11/12/2020","10,602.14","10,574.43","10,604.71","10,550.47","","0.26%"
"11/11/2020","10,574.43","10,597.37","10,597.44","10,545.69","","-0.22%"
"11/10/2020","10,597.37","10,555.87","10,629.48","10,555.87","","0.39%"
"11/09/2020","10,555.87","10,360.98","10,558.24","10,349.74","","1.88%"
"11/05/2020","10,360.98","10,352.09","10,388.27","10,352.09","","0.09%"
"11/04/2020","10,352.09","10,360.37","10,372.82","10,347.48","","-0.08%"
"11/03/2020","10,360.37","10,367.00","10,380.01","10,357.66","","-0.06%"
"11/02/2020","10,367.00","10,460.66","10,460.66","10,342.27","","-0.90%"
"10/28/2020","10,460.66","10,449.13","10,464.05","10,418.45","","0.11%"
"10/27/2020","10,449.13","10,444.59","10,482.85","10,438.79","","0.04%"
"10/26/2020","10,444.59","10,453.86","10,489.55","10,442.59","","-0.09%"
"10/23/2020","10,453.86","10,374.82","10,454.13","10,374.70","","0.76%"
"10/22/2020","10,374.82","10,331.94","10,400.43","10,330.87","","0.42%"
"10/21/2020","10,331.94","10,276.47","10,332.95","10,276.21","","0.24%"
"10/20/2020","10,307.40","10,288.10","10,323.48","10,282.47","","0.19%"
"10/19/2020","10,288.10","10,323.93","10,340.84","10,262.18","","-0.35%"
"10/16/2020","10,323.93","10,373.77","10,386.33","10,323.93","","-0.48%"
"10/15/2020","10,373.77","10,385.66","10,426.44","10,345.76","","-0.11%"
"10/14/2020","10,385.66","10,232.45","10,388.34","10,232.40","","1.50%"
"10/13/2020","10,232.45","10,204.05","10,232.45","10,204.05","","0.28%"
"10/12/2020","10,204.05","10,205.85","10,233.38","10,193.04","","-0.02%"
"10/09/2020","10,205.85","10,177.17","10,206.28","10,152.70","","0.28%"
"10/08/2020","10,177.17","10,207.00","10,207.11","10,168.49","","-0.29%"
"10/07/2020","10,207.00","10,173.22","10,216.17","10,173.21","","0.33%"
"10/06/2020","10,173.22","10,106.43","10,173.22","10,102.32","","0.66%"
"10/05/2020","10,106.43","10,086.09","10,114.33","10,068.10","","0.20%"
"10/02/2020","10,086.09","10,012.92","10,086.09","9,995.63","","0.73%"
"10/01/2020","10,012.92","9,985.48","10,012.92","9,985.45","","0.25%"
"09/30/2020","9,987.83","9,987.06","10,008.85","9,961.75","","0.01%"
"09/29/2020","9,987.06","9,991.21","10,037.56","9,986.79","","-0.04%"
"09/28/2020","9,991.21","9,952.63","9,991.83","9,936.48","","0.39%"
"09/25/2020","9,952.63","9,995.34","10,038.01","9,948.58","","-0.43%"
"09/24/2020","9,995.34","10,102.65","10,102.65","9,995.34","","-1.06%"
"09/23/2020","10,102.65","10,119.53","10,141.63","10,087.60","","-0.17%"
"09/22/2020","10,119.53","10,122.59","10,136.26","10,097.03","","-0.03%"
"09/21/2020","10,122.59","10,057.38","10,143.61","10,057.38","","0.38%"
"09/18/2020","10,084.21","10,064.32","10,094.31","10,056.72","","0.20%"
"09/17/2020","10,064.32","10,101.06","10,127.50","10,064.30","","-0.36%"
"09/16/2020","10,101.06","10,128.59","10,169.66","10,098.24","","-0.27%"
"09/15/2020","10,128.78","10,164.32","10,251.13","10,128.65","","-0.35%"
"09/14/2020","10,164.32","10,232.32","10,250.89","10,164.32","","-0.66%"
"09/11/2020","10,232.32","10,246.29","10,277.57","10,230.91","","-0.14%"
"09/10/2020","10,246.29","10,209.61","10,248.32","10,196.85","","0.36%"
"09/09/2020","10,209.61","10,187.91","10,220.86","10,184.34","","0.21%"
"09/08/2020","10,187.91","10,231.36","10,231.68","10,184.95","","-0.43%"
"09/07/2020","10,231.60","10,190.57","10,247.32","10,190.57","","0.40%"
"09/04/2020","10,190.57","10,277.48","10,297.50","10,190.57","","-0.87%"
"09/03/2020","10,279.83","10,286.51","10,286.51","10,245.58","","-0.06%"
"09/02/2020","10,286.51","10,286.25","10,324.98","10,242.18","","0.00%"
"09/01/2020","10,286.25","10,134.80","10,301.08","10,134.80","","1.49%"
"08/31/2020","10,134.80","10,073.41","10,146.11","10,068.02","","0.61%"
"08/28/2020","10,073.41","10,149.46","10,156.39","10,059.70","","-0.75%"
"08/27/2020","10,149.46","10,212.43","10,212.58","10,149.46","","-0.62%"
"08/26/2020","10,212.43","10,241.47","10,244.00","10,204.03","","-0.28%"
"08/25/2020","10,241.47","10,252.76","10,260.27","10,219.43","","-0.14%"
"08/24/2020","10,255.39","10,247.00","10,282.22","10,196.43","","-0.10%"
"08/19/2020","10,265.78","10,293.21","10,298.80","10,243.95","","-0.27%"
"08/18/2020","10,293.21","10,295.28","10,330.27","10,265.63","","-0.02%"
"08/17/2020","10,295.28","10,309.05","10,319.50","10,270.85","","-0.13%"
"08/13/2020","10,309.05","10,273.01","10,322.62","10,273.01","","0.35%"
"08/12/2020","10,273.01","10,253.53","10,275.43","10,223.06","","0.19%"
"08/11/2020","10,253.53","10,269.66","10,312.44","10,250.47","","-0.16%"
"08/10/2020","10,269.66","10,236.56","10,301.73","10,236.56","","0.13%"
"08/07/2020","10,256.81","10,229.14","10,270.57","10,226.61","","0.27%"
"08/06/2020","10,229.14","10,179.99","10,233.76","10,179.32","","0.48%"
"08/05/2020","10,179.99","10,158.36","10,202.58","10,152.19","","0.20%"
"08/04/2020","10,159.57","10,122.52","10,190.80","10,122.39","","0.36%"
"08/03/2020","10,122.65","10,149.14","10,181.09","10,106.83","","-1.03%"
"07/29/2020","10,228.27","10,237.41","10,257.93","10,199.17","","-0.09%"
"07/28/2020","10,237.41","10,206.64","10,242.50","10,196.62","","0.30%"
"07/27/2020","10,206.64","10,222.40","10,240.75","10,146.77","","-0.15%"
"07/24/2020","10,222.40","10,228.08","10,251.19","10,211.76","","-0.06%"
"07/23/2020","10,228.08","10,212.32","10,243.00","10,173.80","","0.10%"
"07/22/2020","10,218.12","10,228.64","10,234.03","10,174.23","","-0.19%"
"07/21/2020","10,237.16","10,250.68","10,274.48","10,220.83","","-0.33%"
"07/20/2020","10,270.88","10,279.94","10,296.84","10,240.75","","-0.09%"
"07/17/2020","10,280.63","10,277.63","10,292.03","10,257.15","","0.00%"
"07/16/2020","10,280.98","10,260.64","10,293.13","10,231.83","","0.19%"
"07/15/2020","10,261.44","10,156.61","10,266.51","10,143.14","","1.00%"
"07/14/2020","10,159.84","10,165.45","10,174.14","10,132.67","","-0.17%"
"07/13/2020","10,177.01","10,148.91","10,212.47","10,147.05","","0.28%"
"07/10/2020","10,148.91","10,219.17","10,220.61","10,138.32","","-0.69%"
"07/09/2020","10,219.17","10,172.34","10,222.02","10,170.19","","0.43%"
"07/08/2020","10,175.37","10,185.94","10,247.71","10,172.56","","-0.10%"
"07/07/2020","10,185.94","10,192.33","10,192.88","10,119.56","","-0.06%"
"07/06/2020","10,192.33","10,225.67","10,252.13","10,189.54","","-0.33%"
"07/03/2020","10,225.67","10,203.83","10,242.33","10,190.87","","0.21%"
"07/02/2020","10,203.83","10,211.41","10,223.47","10,187.06","","-0.07%"
"07/01/2020","10,211.41","10,169.19","10,218.72","10,168.78","","0.42%"
"06/30/2020","10,169.19","10,089.41","10,172.78","10,089.41","","0.79%"
"06/29/2020","10,089.41","10,113.99","10,218.43","10,088.81","","-0.24%"
"06/26/2020","10,113.99","10,234.68","10,265.68","10,113.99","","-1.18%"
"06/25/2020","10,234.68","10,292.12","10,334.69","10,234.68","","-0.56%"
"06/24/2020","10,292.12","10,341.77","10,367.73","10,264.84","","-0.48%"
"06/23/2020","10,341.77","10,388.71","10,388.71","10,341.77","","-0.45%"
"06/22/2020","10,388.71","10,352.71","10,408.92","10,352.71","","0.31%"
"06/19/2020","10,356.28","10,379.62","10,445.17","10,342.37","","-0.29%"
"06/18/2020","10,386.50","10,438.48","10,636.51","10,386.43","","-0.50%"
"06/17/2020","10,438.48","10,084.64","10,438.48","10,083.82","","3.51%"
"06/16/2020","10,084.64","10,020.27","10,113.61","10,018.40","","0.64%"
"06/15/2020","10,020.27","9,927.06","10,036.25","9,925.72","","0.94%"
"06/12/2020","9,927.06","9,996.29","10,026.06","9,926.86","","-0.69%"
"06/11/2020","9,996.29","10,043.41","10,074.89","9,982.83","","-0.47%"
"06/10/2020","10,043.41","10,089.90","10,120.40","10,043.41","","-0.83%"
"06/09/2020","10,127.49","10,154.93","10,177.28","10,127.49","","-0.27%"
"06/08/2020","10,154.93","10,124.27","10,182.98","10,122.85","","0.30%"
"06/05/2020","10,124.27","10,179.11","10,245.99","10,124.27","","-0.54%"
"06/04/2020","10,179.11","10,124.81","10,237.25","10,124.81","","0.54%"
"06/03/2020","10,124.81","10,018.58","10,136.93","10,018.05","","1.06%"
"06/02/2020","10,018.58","9,938.61","10,023.76","9,938.61","","0.80%"
"06/01/2020","9,938.61","9,852.80","9,956.10","9,852.80","","0.87%"
"05/29/2020","9,852.80","9,844.88","9,903.58","9,821.70","","0.08%"
"05/28/2020","9,844.88","9,935.25","9,966.95","9,844.78","","-0.91%"
"05/27/2020","9,935.25","9,845.38","9,978.92","9,845.38","","0.89%"
"05/26/2020","9,847.80","9,691.94","9,857.81","9,691.94","","1.61%"
"05/22/2020","9,691.94","9,592.54","9,700.58","9,592.54","","1.04%"
"05/21/2020","9,592.54","9,505.71","9,600.36","9,505.71","","0.91%"
"05/20/2020","9,505.71","9,488.52","9,519.72","9,469.71","","0.18%"
"05/19/2020","9,488.52","9,553.52","9,609.23","9,488.52","","-0.68%"
"05/18/2020","9,553.52","9,405.87","9,571.75","9,393.90","","1.49%"
"05/15/2020","9,413.67","9,322.91","9,428.71","9,321.67","","0.97%"
"05/14/2020","9,322.91","9,250.20","9,341.65","9,245.93","","0.79%"
"05/13/2020","9,250.20","9,326.44","9,326.44","9,203.20","","-0.82%"
"05/12/2020","9,326.44","9,505.66","9,537.84","9,326.44","","-1.89%"
"05/11/2020","9,505.66","9,517.11","9,539.18","9,483.86","","-0.12%"
"05/08/2020","9,517.11","9,682.07","9,694.77","9,517.11","","-1.70%"
"05/07/2020","9,682.07","9,616.30","9,685.03","9,616.30","","0.68%"
"05/06/2020","9,616.30","9,557.04","9,669.79","9,557.04","","0.62%"
"05/05/2020","9,557.04","9,438.01","9,575.43","9,438.01","","1.26%"
"05/04/2020","9,438.01","9,400.70","9,467.69","9,386.36","","0.40%"
"04/30/2020","9,400.70","9,300.42","9,448.64","9,300.42","","1.08%"
"04/29/2020","9,300.42","9,175.44","9,310.94","9,175.44","","1.36%"
"04/28/2020","9,175.44","9,084.10","9,213.51","9,084.10","","1.01%"
"04/27/2020","9,084.10","9,043.76","9,105.40","9,043.76","","0.45%"
"04/24/2020","9,043.76","9,009.80","9,075.45","9,009.80","","0.38%"
"04/23/2020","9,009.80","9,002.18","9,071.23","8,997.94","","0.08%"
"04/22/2020","9,002.18","9,003.69","9,064.97","8,993.23","","-0.02%"
"04/21/2020","9,003.69","9,079.98","9,138.26","9,003.26","","-0.94%"
"04/20/2020","9,088.74","9,084.88","9,132.13","9,084.88","","0.04%"
"04/17/2020","9,084.88","9,147.82","9,155.56","9,084.88","","-0.69%"
"04/16/2020","9,147.85","9,196.10","9,227.67","9,147.85","","-0.52%"
"04/15/2020","9,196.10","9,293.04","9,309.22","9,196.10","","-1.04%"
"04/14/2020","9,293.04","9,326.70","9,370.84","9,293.04","","-0.36%"
"04/13/2020","9,326.70","9,300.27","9,336.30","9,291.63","","0.28%"
